author,content,country,date_time,id,language,latitude,longitude,number_of_likes,number_of_shares
katyperry,Is history repeating itself...?#DONTNORMALIZEHATE https://t.co/ngG11quhmK,,12/01/2017 19:52,8.19633E+17,en,,,7900,3472
katyperry,@barackobama Thank you for your incredible grace in leadership and for being an exceptional… https://t.co/ZuQLZpt6df,,11/01/2017 08:38,8.19101E+17,en,,,3689,1380
katyperry,Life goals. https://t.co/XIn1qKMKQl,,11/01/2017 02:52,8.19014E+17,en,,,10341,2387
katyperry,Me right now 🙏🏻 https://t.co/gW55C1wrwd,,11/01/2017 02:44,8.19012E+17,en,,,10774,2458
katyperry,SISTERS ARE DOIN' IT FOR THEMSELVES! 🙌🏻💪🏻❤️ https://t.co/0shuUYUBEv,,10/01/2017 05:22,8.18689E+17,en,,,17620,4655
katyperry,happy 96th gma #fourmoreyears! 🎈 @ LACMA Los Angeles County Museum of Art https://t.co/M9n7X8xdmA,,09/01/2017 01:00,8.18261E+17,en,,,8242,2164
katyperry,"Kyoto, Japan 
1. 5. 17. https://t.co/o28M0vw9lR",,06/01/2017 03:57,8.17218E+17,tl,,,7171,1910
katyperry,🇯🇵 @ Sanrio Puroland https://t.co/eXVev5UMBx,,02/01/2017 09:31,8.15853E+17,cy,,,7766,2468
katyperry,2017 resolution: to embody authenticity!,,01/01/2017 03:31,8.154E+17,en,,,23662,8430
katyperry,Happy Holidays! Sending love and light to every corner of the earth 🎁,,25/12/2016 20:35,8.13121E+17,en,,,23205,7419
katyperry,"Damn, it's hard to wrap presents when you're drunk. cc @santa",,25/12/2016 05:45,8.12897E+17,en,,,20410,5042
katyperry,When my whole fam tryna have a peaceful holiday 💁🏻hehehe https://t.co/fEyq3hzdlz,,24/12/2016 16:26,8.12696E+17,en,,,8608,2183
katyperry,When your holiday shopping is woke af ❗️blklivesmatter https://t.co/srZZj7vHyc https://t.co/KWVYi8yi8L,,23/12/2016 18:42,8.12368E+17,en,,,6713,1948
katyperry,@shannonwoodward Have you been hacked,,23/12/2016 02:22,8.12121E+17,en,,,2541,849
katyperry,This week Santa and I got to spread some cheer and have a carol sing-a-long with some beautiful… https://t.co/vL1BIj4sCZ,,21/12/2016 23:05,8.11709E+17,en,,,8592,2305
katyperry,Love the music therapy program at CHLA! https://t.co/XPTZrF3XXA,,21/12/2016 22:42,8.11703E+17,en,,,11266,3064
katyperry,For real tho https://t.co/jxMV9Q6WCs,,16/12/2016 08:24,8.09676E+17,en,,,12059,3589
katyperry,I can't wait to recreate this on a tour we do together in the next 10 years pls thnx https://t.co/PQz0nCUNV6,,07/12/2016 09:03,8.06424E+17,en,,,8985,2446
katyperry,@jessesaintjohn imma make a best of 16' Spotify playlist and half of these are on there. I love our taste.,,06/12/2016 09:56,8.06075E+17,en,,,2527,819
katyperry,@jessesaintjohn @kanyewest FADE DOE,,06/12/2016 09:54,8.06074E+17,en,,,2356,795
katyperry,"Omg deep cut, agreed https://t.co/0yGlkuo3bJ",,06/12/2016 09:53,8.06074E+17,en,,,6195,1748
katyperry,Same https://t.co/98vBUp7BzI,,06/12/2016 09:52,8.06074E+17,en,,,4236,1143
katyperry,PROOF THAT YOUR VOICE ACTUALLY MATTERS! 🙏🏼🙌🏼💪🏼😭 https://t.co/tAwL0a9y9E,,04/12/2016 22:21,8.05537E+17,en,,,12309,3395
katyperry,This holiday season be the girl that takes jump photos at the mall ☑️ wears activewear at night… https://t.co/0eGYnKF5fk,,04/12/2016 07:58,8.0532E+17,en,,,8891,2275
katyperry,"Slowly, I am coming down from the beautiful cloud that was Tuesday night's unicef Snowflake… https://t.co/Bia5wug56I",,01/12/2016 20:33,8.04423E+17,en,,,9671,2613
katyperry,I dare you to find a better live vocal performance than this timeless masterpiece: https://t.co/J1gW29kC7J #jenniferholliday,,01/12/2016 07:08,8.04221E+17,en,,,6723,1670
katyperry,This #Thanksgiving #IStandWithStandingRock text WATER to 82623 to help now! Sign the petition here: https://t.co/GFhQKfsB0i,,24/11/2016 22:31,8.01916E+17,en,,,7115,2278
katyperry,"On #Thanksgiving, a day with complex origins, I want to speak up in support of the Standing Rock… https://t.co/CKyB7H3LCD",,24/11/2016 22:14,8.01912E+17,en,,,9457,2705
